DOI (v31),Abstract,Unique Visitors,Visits Trends,Page View Trend,HTML Full Text View (e42),Full Text Views (e44),PDF Full Text View (e53),tweet,date tweeted,Times Cited,,
10.1097/ACM.0000000000000647,"Academic health centers (AHCs) are under unprecedented pressure, making strong leadership during these challenging times critical. Department chairs have tremendous influence in their AHCs, yet data indicate that--despite outstanding academic credentials--they are often underprepared to take on these important leadership roles. The authors sought to improve the approach to recruiting, developing, and giving feedback to department chairs at their institution, the Indiana University School of Medicine (IUSM), by reorganizing these processes around six key leadership competencies: leadership and team development, performance and talent management, vision and strategic planning, emotional intelligence, communication skills, and commitment to the tripartite mission. Over a two-year period (2009-2011), IUSM faculty and administrators developed standardized recruitment procedures to assess potential chairs based on the six leadership domains, and searches are now streamlined through centralized staff support in the dean's office. Additionally, IUSM offers a chair development series to support learning around these leadership competencies and to meet the stated professional development needs of the chairs. Finally, chairs receive structured feedback regarding their leadership (among other considerations) through two different assessment instruments, IUSM's Department Chair 360° Leadership Survey and IUSM's Faculty Vitality Survey--both of which the dean reviews annually. Strategically attending to the way that chairs are selected, developed, and given feedback has tremendous potential to increase the success of chairs and, in turn, to constructively shape the culture of AHCs.",3,3,3,3,3,0,0,,3,,
10.1097/ACM.0000000000000642,"Purpose: To develop, by consultation with an expert group, agreed learning outcomes for the teaching of handoff to medical students using group concept mapping.

Method: In 2013, the authors used group concept mapping, a structured mixed-methods approach, applying both quantitative and qualitative measures to identify an expert group's common understanding about the learning outcomes for training medical students in handoff. Participants from four European countries generated and sorted ideas, then rated generated themes by importance and difficulty to achieve. The research team applied multidimensional scaling and hierarchical cluster analysis to analyze the themes.

Results: Of 127 experts invited, 45 contributed to the brainstorming session. Twenty-two of the 45 (48%) completed pruning, sorting, and rating phases. They identified 10 themes with which to select learning outcomes and operationally define them to form a basis for a curriculum on handoff training. The themes ""Being able to perform handoff accurately"" and ""Demonstrate proficiency in handoff in workplace"" were rated as most important. ""Demonstrate proficiency in handoff in simulation"" and ""Engage with colleagues, patients, and carers"" were rated most difficult to achieve.

Conclusions: The study identified expert consensus for designing learning outcomes for handoff training for medical students. Those outcomes considered most important were among those considered most difficult to achieve. There is an urgent need to address the preparation of newly qualified doctors to be proficient in handoff at the point of graduation; otherwise, this is a latent error within health care systems. This is a first step in this process.",2,2,2,2,3,0,0,,127,,
10.1097/ACM.0000000000000641,"Purpose: Internal medicine (IM) residents commonly develop job burnout, which may lead to poor academic performance, depression, and medical errors. The extent to which duty hours restrictions (DHRs) can mitigate job burnout remains uncertain. The July 2011 DHRs created an opportunity to measure the impact of decreased work hours on developing burnout in IM residents.

Method: A survey was administered twice to first-year IM residents at three academic medical centers between June 2011 and July 2012. To estimate the impact of the 2011 DHRs, data from this cohort, including demographics, sleepiness, hospital-based patient service characteristics, and burnout measures, were compared with data from 2008-2009 from first-year IM residents at the same institutions.

Results: Of eligible residents, 128/188 (68%) from the 2011-2012 cohort and 111/180 (62%) from the 2008-2009 cohort completed both surveys. Year-end burnout prevalence (92/123 [75%] versus 91/108 [84%], P = .08) and incidence (59/87 [68%] versus 55/68 [81%], P = .07) did not differ significantly between cohorts. There was no difference in year-end prevalence of excessive Epworth sleepiness (72/122 [59%] versus 71/108 [66%], P = .29) between cohorts; however, a greater percentage of residents who developed burnout in the 2011-2012 cohort reported caring for > 8 patients on their service (2011-2012 versus 2008-2009) (29/59 [49%] versus 5/34 [15%], P < .01).

Conclusions: Job burnout and self-reported sleepiness in IM resident physicians were unchanged after the 2011 DHRs at three academic institutions. Further investigation into the determinants of burnout can inform effective interventions.",6,8,12,10,13,3,0,,17,,
10.1097/ACM.0000000000000620,"Problem: Medical education today frequently includes standardized patient (SP) encounters to teach history-taking, physical exam, and communication skills. However, traditional wall-mounted cameras, used to record video for faculty and student feedback and evaluation, provide a limited view of key nonverbal communication behaviors during clinical encounters.

Approach: In 2013, 30 second-year medical students participated in an end-of-life module that included SP encounters in which the SPs used Google Glass to record their first-person perspective. Students reviewed the Google Glass video and traditional videos and then completed a postencounter, self-evaluation survey and a follow-up survey about the experience.

Outcomes: Google Glass was used successfully to record 30 student/SP encounters. One temporary Google Glass hardware failure was observed. Of the 30 students, 7 (23%) reported a ""positive, nondistracting experience""; 11 (37%) a ""positive, initially distracting experience""; 5 (17%) a ""neutral experience""; and 3 (10%) a ""negative experience."" Four students (13%) opted to withhold judgment until they reviewed the videos but reported Google Glass as ""distracting."" According to follow-up survey responses, 16 students (of 23; 70%) found Google Glass ""worth including in the [clinical skills program],"" whereas 7 (30%) did not.

Next steps: Google Glass can be used to video record students during SP encounters and provides a novel perspective for the analysis and evaluation of their interpersonal communication skills and nonverbal behaviors. Next steps include a larger, more rigorous comparison of Google Glass versus traditional videos and expanded use of this technology in other aspects of the clinical skills training program.",1,1,1,1,3,2,0,,9,,
10.1097/ACM.0000000000000615,"Problem: Undergraduate (i.e., baccalaureate) premedical students have limited exposure to clinical practice before applying to medical school-a shortcoming, given the personal and financial resources required to complete medical training.

Approach: The Stanford Immersion in Medicine Series (SIMS) is a program that streamlines the completion of regulatory requirements for premedical students and allows them to develop one-on-one mentor-mentee relationships with practicing physicians. The program, offered quarterly since 2007, is an elective available for Stanford University sophomores, juniors, and seniors. Participants apply to the program and, if accepted, receive patient rights and professionalism training. Students shadow the physician they are paired with at least four times and submit a reflective essay about their experience.SIMS program coordinators administered surveys before and after shadowing to assess changes in students' perceptions and understanding of medical careers.

Outcomes: The authors observed, in the 61 Stanford premedical students who participated in SIMS between March and June 2010 and completed both pre- and postprogram questionnaires, significant increases in familiarity with physician responsibilities and in understanding physician-patient interactions. The authors detected no significant changes in student commitment to pursuing medicine. Student perceptions of the value of shadowing-high both pre- and post shadowing-did not change.

Next steps: Physician shadowing by premedical baccalaureate students appears to promote an understanding of physician roles and workplace challenges. Future studies should identify the ideal timing, format, and duration of shadowing to optimize the experience and allow students to make informed decisions about whether to pursue a medical career.",2,2,2,2,3,1,0,,3,,
10.1097/ACM.0000000000000614,"Purpose: Others have suggested that increased time pressure, sometimes caused by interruptions, may result in increased diagnostic errors. The authors previously found, however, that increased time pressure alone does not result in increased errors, but they did not test the effect of interruptions. It is unclear whether experience modulates the combined effects of time pressure and interruptions. This study investigated whether increased time pressure, interruptions, and experience level affect diagnostic accuracy and response time.

Method: In October 2012, 152 residents were recruited at five Medical Council of Canada Qualifying Examination Part II test sites. Forty-six emergency physicians were recruited from one Canadian and one U.S. academic health center. Participants diagnosed 20 written general medicine cases. They were randomly assigned to receive fast (time pressure) or slow condition instructions. Visual and auditory case interruptions were manipulated as a within-subject factor.

Results: Diagnostic accuracy was not affected by interruptions or time pressure but was related to experience level: Emergency physicians were more accurate (71%) than residents (43%) (F = 234.0, P < .0001) and responded more quickly (54 seconds) than residents (65 seconds) (F = 9.0, P < .005). Response time was shorter for participants in the fast condition (55 seconds) than in the slow condition (73 seconds) (F = 22.2, P < .0001). Interruptions added about 8 seconds to response time.

Conclusions: Experienced emergency physicians were both faster and more accurate than residents. Instructions to proceed quickly and interruptions had a small effect on response time but no effect on accuracy.",2,4,16,7,12,5,0,,15,,
10.1097/ACM.0000000000000611,"Problem: Annually affecting over 18 million people worldwide, sepsis is common, deadly, and costly. Despite significant effort by the Surviving Sepsis Campaign and other initiatives, sepsis remains underrecognized and undertreated.

Approach: Research indicates that educating providers may improve sepsis diagnosis and treatment; thus, the Stanford School of Medicine has developed a mobile-accessible, case-based, online game entitled Septris (http://med.stanford.edu/septris/). Septris, launched online worldwide in December 2011, takes an innovative approach to teaching early sepsis identification and evidence-based management. The free gaming platform leverages the massive expansion over the past decade of smartphones and the popularity of noneducational gaming.The authors sought to assess the game's dissemination and its impact on learners' sepsis-related knowledge, skills, and attitudes. In 2012, the authors trained Stanford pregraduate (clerkship) and postgraduate (resident) medical learners (n = 156) in sepsis diagnosis and evidence-based practices via 20 minutes of self-directed game play with Septris. The authors administered pre- and posttests.

Outcomes: By October 2014, Septris garnered over 61,000 visits worldwide. After playing Septris, both pre- and postgraduate groups improved their knowledge on written testing in recognizing and managing sepsis (P < .001). Retrospective self-reporting on their ability to identify and manage sepsis also improved (P < .001). Over 85% of learners reported that they would or would maybe recommend Septris.

Next steps: Future evaluation of Septris should assess its effectiveness among different providers, resource settings, and cultures; generate information about how different learners make clinical decisions; and evaluate the correlation of game scores with sepsis knowledge.",7,7,7,7,8,1,0,,15,,
10.1097/ACM.0000000000000605,"Purpose: To examine the role of classroom-based learning in graduate medical education through the lens of academic half days (AHDs) by exploring residents' perceptions of AHDs' purpose and relevance and the effectiveness of teaching and learning in AHDs.

Method: The authors invited a total of 186 residents in three programs (internal medicine, orthopedic surgery, and hematology) at the University of British Columbia Faculty of Medicine to participate in semistructured focus groups from October 2010 to February 2011. Verbatim transcripts of the interviews underwent inductive analysis.

Results: Twenty-seven residents across the three programs volunteered to participate. Two major findings emerged. Purpose and relevance of AHDs: Residents believed that AHDs are primarily for knowledge acquisition and should complement clinical learning. Classroom learning facilitated consolidation of clinical experiences with expert clinical reasoning. Social aspects of AHDs were highly valued as an important secondary purpose. Perceived effectiveness of teaching and learning: Case-based teaching engaged residents in critical thinking; active learning was valued. Knowledge retention was considered suboptimal. Perspectives on the concept of AHDs as ""protected time"" varied in the three programs.

Conclusions: Findings suggest that (1) engagement in classroom learning occurs through participation in clinically oriented discussions that highlight expert reasoning processes; (2) formal classroom teaching, which focuses on knowledge acquisition, can enhance informal learning occurring during clinical activity; and (3) social aspects of AHDs, including their role in creating communities of practice in residency programs and in professional identity formation, are an important, underappreciated asset for residency programs.",4,5,5,5,7,2,0,,15,,
10.1097/ACM.0000000000000604,"Purpose: The authors investigated medical students' attitudes about appropriate prescribing behaviors, their personal responsibility to report impaired colleagues, and what factors may influence these beliefs.

Method: The authors conducted a cross-sectional study of U.S. medical students in 2012 to assess attitudes about appropriate prescribing behaviors and responsibility to report impaired colleagues, and to explore relationships between prescribing beliefs and burnout, depression, and alcohol abuse/dependence. Chi-square test and multivariate logistic regression were performed.

Results: Of 12,500 medical students invited to participate, 4,402 (35%) completed surveys. Believing it is appropriate to prescribe an antidepressant to self or spouse was rare (<10%) in comparison with believing it is appropriate to prescribe an antibiotic for oneself (34.5%) or a spouse (57.7%).In multivariate analysis, students with burnout were more likely to agree that each of the inappropriate prescribing behaviors was acceptable (ORs 1.15-1.51). Students with burnout were less likely to believe they had a personal responsibility to report colleagues with impairment due to alcohol or substance use (OR 0.87). Students personally experiencing symptoms of depression were less likely to believe medical students should report colleagues impaired by mental health problems (OR 0.72). Similarly, students with alcohol abuse/dependence were less likely to believe they had a duty to report colleagues impaired by alcohol/substance use (OR 0.55).

Conclusions: Suboptimal attitudes about prescribing and personal responsibility to report impaired colleagues are common among medical students. Suboptimal attitudes are associated with personal distress, further evidence of a link between personal distress and professionalism.",7,10,12,10,11,1,0,,20,,
10.1097/ACM.0000000000000603,"The prevalence of chronic diseases today calls for new ways of working with patients to manage their care. Although patient-centered approaches have contributed to significant advances in care and to treatments that more fully respect patients' preferences, values, and personal experiences, the reality is that health care professionals still hold a monopoly on the role of healer. Patients live with their conditions every day and are experts when it comes to their own experiences of illness; this expertise should be welcomed, valued, and fostered by other members of the care team. The patient-as-partner approach embodies the ideal of making the patient a bona fide member of the health care team, a true partner in his or her care. Since 2010, the University of Montreal, through the Direction of Collaboration and Patient Partnership, has embraced this approach. Patients are not only active members of their own health care team but also are involved in research and provide valuable training to health sciences students. Including patients as full partners in the health care team entails a significant shift in both the medical practice and medical education cultures. In this perspective, the authors describe this innovative approach to patient care, including the conceptual framework used in its development and the main achievements of patient partners in education, health care, and research.",12,12,15,10,14,4,0,,16,,
10.1097/ACM.0000000000000596,"Purpose: Quality improvement/patient safety (QI/PS) and continuing education (CE) efforts have a common aim to improve health care outcomes. Yet, minimal collaboration occurs between them. This lack of integration can be problematic given the finite resources available and the potential value of approaching health care challenges from different perspectives. The authors conducted an exploratory study to understand Canadian leaders' perceptions and experiences with both their own and the other domain, with the aim of increasing their understanding of the boundaries and opportunities for collaborative approaches to improving health care.

Method: The authors conducted this study in 2011-2012 using a qualitative interpretivist framework to guide the collection and analysis of data from semistructured interviews. They used criterion-based, maximum variation, and snowball sampling to select 15 leaders from the domains of QI/PS and CE to interview. They transcribed verbatim the interviews and coded the transcripts using a directed content analysis approach.

Results: Participants described the relationship between QI/PS and CE in four ways: (1) the separation of QI/PS and CE as distinct interventions, (2) (re)positioning CE in QI/PS activities, (3) (re)positioning QI/PS in CE activities, and (4) further integrating QI/PS and CE.

Conclusions: These findings have important implications for how leaders in QI/PS and CE should mindfully and strategically negotiate their relationship to ensure the relevance and effectiveness of their domain's activities.",5,5,5,4,7,3,0,,24,,
10.1097/ACM.0000000000000585,"Integrative scholarship involves the aggregation of data and evidence in a way that allows the research community to comprehend and value the connections and perspectives that unite isolated facts and research studies. Integrative scholarship summarizes data, enlightens and informs readers broadly, and sets the stage for subsequent research. This article describes five approaches to integrative scholarship--narrative, systematic, scoping, critical-realist, open peer commentary--and argues that each approach uses different methods and rules of evidence to combine data and report their meaning. Different forms of integrative scholarship use methods, criteria, and standards that are matched to the integrative approach and data being evaluated. There is no one best strategy to conduct or judge integrative scholarship. Researchers who perform integrative scholarship should openly express the values that underlie their work.",1,1,1,1,2,1,0,,7,,
10.1097/ACM.0000000000000572,"Purpose: To understand the influence of academic discourses about family medicine on medical students' professional identity construction during undergraduate training.

Method: The authors used a multiple case study research design involving international medical schools, one each from Canada, France, Spain, and the United Kingdom (UK). The authors completed the fieldwork between 2007 and 2009 by conducting 18 focus groups (with 132 students) and 67 semistructured interviews with educators and by gathering pertinent institutional documents. They carried out discursive thematic analyses of the verbatim transcripts and then performed within- and cross-case analyses.

Results: The most striking finding was the diverging responses between those at the UK school and those at the other schools. In the UK case, family medicine was recognized as a prestigious academic discipline; students and faculty praised the knowledge and skills of family physicians, and students more often indicated their intent to pursue family medicine. In the other cases, family medicine was not well regarded by students or faculty. This was expressed overtly or through a paradoxical academic discourse that stressed the importance of family medicine to the health care system while decrying its lack of innovative technology and the large workload-to-income ratio. Students at these schools were less likely to consider family medicine.

Conclusions: These results stress the influence of academic discourses on medical students' ability to identify with the practice of family medicine. Educators must consider processes of professional identity formation during undergraduate medical training as they develop and reform medical education.",2,2,2,2,2,0,0,,31,,
10.1097/ACM.0000000000000570,"Purpose: To provide descriptive information about history-taking (HX) and physical examination (PE) performance for U.S. medical students as documented by standardized patients (SPs) during the Step 2 Clinical Skills (CS) component of the United States Medical Licensing Examination. The authors examined two hypotheses: (1) Students perform worse in PE compared with HX, and (2) for PE, students perform worse in the musculoskeletal system and neurology compared with other clinical domains.

Method: The sample included 121,767 student-SP encounters based on 29,442 examinees from U.S. medical schools who took Step 2 CS for the first time in 2011. The encounters comprised 107 clinical presentations, each categorized into one of five clinical domains: cardiovascular, gastrointestinal, musculoskeletal, neurological, and respiratory. The authors compared mean percent-correct scores for HX and PE via a one-tailed paired-samples t test and examined mean score differences by clinical domain using analysis of variance techniques.

Results: Average PE scores (59.6%) were significantly lower than average HX scores (78.1%). The range of scores for PE (51.4%-72.7%) was larger than for HX (74.4%-81.0%), and the standard deviation for PE scores (28.3) was twice as large as the HX standard deviation (14.7). PE performance was significantly weaker for musculoskeletal and neurological encounters compared with other encounters.

Conclusions: U.S. medical students perform worse on PE than HX; PE performance was weakest in musculoskeletal and neurology clinical domains. Findings may reflect imbalances in U.S. medical education, but more research is needed to fully understand the relationships among PE instruction, assessment, and proficiency.",3,3,7,2,3,1,0,,2,,
10.1097/ACM.0000000000000568,"Problem: Physician-scientists play a critical role in discovering new biological knowledge and translating findings into medical practices that can improve clinical outcomes. Collectively, the National Institutes of Health (NIH) and its affiliated Medical Scientist Training Programs (MSTPs) invest upwards of $500,000 to fully train each of the 900+ MD/PhD students enrolled in these programs. Nevertheless, graduates face the challenges of navigating fragmented intervals of clinical training and research engagement, reinitiating research upon completing their residencies, managing financial pressures, and competing for funding following what is typically four or more years of research inactivity. Together, these barriers contribute to the high attrition rate of MSTP graduates from research careers.

Approach: The authors designed and implemented (2009-2014), for a single trainee, an alternative postgraduate training model characterized by early research engagement, strategic mentoring, unyoked clinical and research milestones, and dedicated financial support.

Outcomes: The pilot training experiment was so successful that the trainee secured an NIH project grant and completed his transition to research independence 3.5 years after starting the experimental training schedule-nearly 9 years earlier (based on age) than is typical for MD/PhDs transitioning from mentored to independent research. This success has demonstrated that unyoking research engagement from conventional calendar-based clinical training milestones is a feasible, effective means of incubating research independence in MSTP graduates.

Next steps: The authors encourage the design and application of similar unconventional approaches that interweave residency training with ongoing research activity for appropriate candidates, especially in subspecialties with increased MSTP graduate enrollment.

",1,2,2,0,0,0,0,,8,,
10.1097/ACM.0000000000000560,"Feedback has long been considered a vital component of training in the health professions. Nonetheless, it remains difficult to enact the feedback process effectively. In part, this may be because, historically, feedback has been framed in the medical education literature as a unidirectional content-delivery process with a focus on ensuring the learner's acceptance of the content. Thus, proposed solutions have been organized around mechanistic, educator-driven, and behavior-based best practices. Recently, some authors have begun to highlight the role of context and relationship in the feedback process, but no theoretical frameworks have yet been suggested for understanding or exploring this relational construction of feedback in medical education. The psychotherapeutic concept of the ""therapeutic alliance"" may be valuable in this regard.In this article, the authors propose that by reorganizing constructions of feedback around an ""educational alliance"" framework, medical educators may be able to develop a more meaningful understanding of the context-and, in particular, the relationship-in which feedback functions. Use of this framework may also help to reorient discussions of the feedback process from effective delivery and acceptance to negotiation in the environment of a supportive educational relationship.To explore and elaborate these issues and ideas, the authors review the medical education literature to excavate historical and evolving constructions of feedback in the field, review the origins of the therapeutic alliance and its demonstrated utility for psychotherapy practice, and consider implications regarding learners' perceptions of the supervisory relationship as a significant influence on feedback acceptance in medical education settings.",13,14,14,14,21,7,0,,25,,
10.1097/ACM.0000000000000552,"Purpose: Despite sincere commitment to egalitarian, meritocratic principles, subtle gender bias persists, constraining women's opportunities for academic advancement. The authors implemented a pair-matched, single-blind, cluster randomized, controlled study of a gender-bias-habit-changing intervention at a large public university.

Method: Participants were faculty in 92 departments or divisions at the University of Wisconsin-Madison. Between September 2010 and March 2012, experimental departments were offered a gender-bias-habit-changing intervention as a 2.5-hour workshop. Surveys measured gender bias awareness; motivation, self-efficacy, and outcome expectations to reduce bias; and gender equity action. A timed word categorization task measured implicit gender/leadership bias. Faculty completed a work-life survey before and after all experimental departments received the intervention. Control departments were offered workshops after data were collected.

Results: Linear mixed-effects models showed significantly greater changes post intervention for faculty in experimental versus control departments on several outcome measures, including self-efficacy to engage in gender-equity-promoting behaviors (P = .013). When ≥ 25% of a department's faculty attended the workshop (26 of 46 departments), significant increases in self-reported action to promote gender equity occurred at three months (P = .007). Post intervention, faculty in experimental departments expressed greater perceptions of fit (P = .024), valuing of their research (P = .019), and comfort in raising personal and professional conflicts (P = .025).

Conclusions: An intervention that facilitates intentional behavioral change can help faculty break the gender bias habit and change department climate in ways that should support the career advancement of women in academic medicine, science, and engineering.",7,7,9,8,10,2,0,,4,,
10.1097/ACM.0000000000000548,"Problem: Although senior medical students at the University of Rochester School of Medicine and Dentistry (URSMD) have a long history of teaching junior peers, no formal educational training existed for students until 2007. The Medical Education Pathway (MEP) at the URSMD is a longitudinal student-as-teacher program that addresses both the local precedent of medical student teaching and the ongoing need to prepare students for teaching in residency and beyond.

Approach: In 2007, administrative faculty spearheaded efforts to create the MEP Committee, whose members then designed and implemented an elective curriculum. The curriculum balances didactics and experiential learning. A rigorous two-step application process precedes acceptance into the MEP. Participating students receive mentoring, assessment, and formative feedback on lecture delivery and leadership of various small-group formats.

Outcomes: Since 2007, 89 students have enrolled in the MEP: 49 have successfully completed it, and 40 are currently enrolled. MEP students teach in basic science and clinical courses, and they regularly make novel contributions to the medical school curriculum. Student learner peers demonstrate an ability to give constructive feedback to MEP students. Exit survey comments demonstrate that the MEP influences participating students' career plans. Lessons learned from implementing the MEP include the importance of institutional support, dedicated faculty who value student teaching, and flexibility in scheduling.

Next steps: Future improvements to the MEP include enhancing the assessment process and tracking the careers of graduates as outcome data. The MEP serves as a model for a successful student-as-teacher program in other institutions and settings.",1,1,1,0,0,0,0,,13,,
10.1097/ACM.0000000000000546,"Problem: Many health care organizations seek physicians to lead quality improvement (QI) efforts, yet struggle to find individuals with the necessary expertise. Although most residency programs incorporate QI and patient safety principles into their curricula, few provide a specialized training program for residents exploring careers as physician leaders in quality.

Approach: Recognizing this training void, the authors designed and implemented the Healthcare Leadership in Quality (HLQ) track for residents at the University of Pennsylvania Health System in 2010. This longitudinal, two-year graduate medical education (GME) track aligns with the quality goals of the University of Pennsylvania Health System and includes a core curriculum, integration into an interprofessional health care leadership team that is accountable for quality and safety outcomes on a hospital unit, a capstone QI project, and mentorship.

Outcomes: Early evaluation has demonstrated the feasibility and efficacy of the track diverse graduate medical education training programs. Using Yardley and Dornan's interpretation of the Kirkpatrick framework, the authors have demonstrated the track's impact on four levels of educational and organizational outcomes.

Next steps: Building on their early experiences, the authors are integrating project and time management skills into the core curriculum, and they are focusing more effort on faculty development in QI mentorship. Additionally, the authors plan to follow HLQ track graduates to determine whether they seek leadership roles in quality and safety and to assess the influence of the program on their careers.",4,4,4,0,4,4,0,,11,,
10.1097/ACM.0000000000000545,"Leaders in medical education have increasingly called for the incorporation of cost awareness and health care value into health professions curricula. Emerging efforts have thus far focused on physicians, but foundational competencies need to be defined related to health care value that span all health professions and stages of training. The University of California, San Francisco (UCSF) Center for Healthcare Value launched an initiative in 2012 that engaged a group of educators from all four health professions schools at UCSF: Dentistry, Medicine, Nursing, and Pharmacy. This group created and agreed on a multidisciplinary set of comprehensive competencies related to health care value. The term ""competency"" was used to describe components within the larger domain of providing high-value care. The group then classified the competencies as beginner, proficient, or expert level through an iterative process and group consensus. The group articulated 21 competencies. The beginner competencies include basic principles of health policy, health care delivery, health costs, and insurance. Proficient competencies include real-world applications of concepts to clinical situations, primarily related to the care of individual patients. The expert competencies focus primarily on systems-level design, advocacy, mentorship, and policy. These competencies aim to identify a standard that may help inform the development of curricula across health professions training. These competencies could be translated into the learning objectives and evaluation methods of resources to teach health care value, and they should be considered in educational settings for health care professionals at all levels of training and across a variety of specialties.",3,3,4,4,4,0,0,,20,,
10.1097/ACM.0000000000000544,"Purpose: To understand medical students' learning experiences in clerkships: learning expectations (what they expect to learn), learning process (how they learn), and learning outcomes (what they learn).

Method: Using a longitudinal qualitative research design, the authors followed the experiences of 12 participants across their clerkship year (2011-2012) at the Southern Illinois University School of Medicine. Interview data from each participant were collected at three points (preclerkship, midclerkship, and postclerkship) and analyzed using a grounded theory approach. Additionally, the authors observed participants through a full clerkship day to augment the interviews.

Results: Before clerkships, students expected to have more hands-on experiences and become more knowledgeable by translating textbook knowledge to real patients and practicing diagnostic thinking. During clerkships, students experienced ambiguity and subjectivity of attending physicians' expectations and evaluation criteria. They perceived that impression management was important to ensure that they received learning opportunities and good evaluations. After clerkships, students perceived that their confidence increased in navigating the health care environments and interacting with patients, attendings, and residents. However, they felt that there were limited opportunities to practice diagnostic thinking. Students could not clearly discern the decision-making processes used by attending physicians. Although they saw many patients, they perceived that their learning was at the surface level.

Conclusions: Students' experiential learning in clerkships occurred through impression management as a function of dynamic social and reciprocal relationships between students and attendings or residents. Students reported that they did not learn comprehensive clinical reasoning skills to the degree they expected in clerkships.",1,1,1,1,2,1,0,,13,,
10.1097/ACM.0000000000000542,"Purpose: This study examines the influence of patient social context on physicians' adherence to clinical practice guidelines (CPGs).

Method: Expert emergency medicine (EM) physicians and novice physicians (EM residents) were surveyed using an Internet-based program between January and July of 2013. Participants were presented clinical cases and were asked to indicate if they would order or prescribe a specified test or treatment. Cases were chosen from four domains where CPGs exist, and were constructed to include or exclude a ""context variable"" (CV). Both expert and novice physicians' CPG adherence rate in the CV condition was compared with that in the no CV condition. The CPG adherence rates in CV and no CV conditions were also compared between expert and novice EM physicians.

Results: Expert EM physicians (n = 28) were less likely to adhere to CPGs in the CV condition compared with the no CV condition (56% versus 80%, respectively; odds ratio [OR] = 0.32, 95% confidence interval [CI]: 0.17-0.53, P < .001). Experts were less likely to adhere to CPGs in the CV condition when compared with novice physicians (n = 28) (56% versus 67%; OR = 0.62, 95% CI: 0.39-1.0, P = .039). Expert and novice EM physicians did not differ in their adherence to CPGs in the no CV condition.

Conclusions: Participants were sensitive to both the best clinical evidence of benefit, as recommended by CPGs, and patient context when determining how care should be managed.

",5,5,6,2,3,1,0,,7,,
10.1097/ACM.0000000000000540,"The goal of MD-PhD training programs is to produce physician-scientists with unique capacities to lead the future biomedical research workforce. The current dearth of physician-scientists with expertise outside conventional biomedical or clinical sciences raises the question of whether MD-PhD training programs should allow or even encourage scholars to pursue doctoral studies in disciplines that are deemed nontraditional, yet are intrinsically germane to major influences on health. This question is especially relevant because the central value and ultimate goal of the academic medicine community is to help attain the highest level of health and health equity for all people. Advances in medical science and practice, along with improvements in health care access and delivery, are steps toward health equity, but alone they will not come close to eliminating health inequalities. Addressing the complex health issues in our communities and society as a whole requires a biomedical research workforce with knowledge, practice, and research skills well beyond conventional biomedical or clinical sciences. To make real progress in advancing health equity, educational pathways must prepare physician-scientists to treat both micro and macro determinants of health. The authors argue that MD-PhD programs should allow and encourage their scholars to cross boundaries into less traditional disciplines such as epidemiology, statistics, anthropology, sociology, ethics, public policy, management, economics, education, social work, informatics, communications, and marketing. To fulfill current and coming health care needs, nontraditional MD-PhD students should be welcomed and supported as valuable members of our biomedical research workforce.",3,3,4,3,3,0,0,,23,,
10.1097/ACM.0000000000000508,"Given the rising costs of health care in today's economic environment, the need for effective, value-driven care has never been more pressing. While the U.S. health care system strives continually to improve patient outcomes, it struggles with the inadequacies due to variation in care and the inefficiencies of unnecessary resource utilization. The tools traditionally used to study care, from retrospective studies to randomized controlled trials, may be inadequate to address the complicated, interdependent questions related to defining effective care. To overcome the deficiencies of these traditional tools and better optimize our health care system, a new kind of methodology is required--one that integrates the functionality of previously existing tools in a novel way. Standardized Clinical Assessment and Management Plans (SCAMPs) were designed to accomplish this goal. A SCAMP is a care pathway, designed by clinicians, to guide medical decision making around a particular disorder. SCAMPs are unique in that they invite knowledge-based diversions from their recommendations and are accompanied by data collection and continuous improvement processes. Through these mechanisms, SCAMPs successfully reduce practice variation, optimize resource use, and create an integrated medical learning system which overcomes many of the inadequacies of traditional research tools. As such, the SCAMP paradigm may represent an important breakthrough in the effort to define and implement effective health care.",1,1,1,0,1,1,0,,8,,
10.1097/ACM.0000000000000500,"Purpose: To explore the relationship between United States Medical Licensing Examination (USMLE) Step 1 scores, yearly in-service training exam (ITE) scores, and passing the American Board of Internal Medicine certifying examination (ABIM-CE).

Method: The authors conducted a retrospective database review of internal medicine residents from the Medical College of Wisconsin from 2004 through 2012. Residents' USMLE Step 1, ITE, and ABIM-CE scores were extracted. Pearson rho, chi-square, and logistic regression were used to determine whether relationships existed between the scores and if Step 1 and ITE scores correlate with passing the ABIM-CE.

Results: There were 241 residents, who participated in 728 annual ITEs. There were Step 1 scores for 195 (81%) residents and ABIM-CE scores for 183 (76%). Step 1 and ABIM-CE scores had a modest correlation (rho: 0.59), as did ITE and ABIM-CE scores (rho: 0.48-0.67). Failing Step 1 or being in the bottom ITE quartile during any year of testing markedly increased likelihood of failing the boards (Step 1: relative risk [RR]: 2.4; 95% CI: 1.0-5.9; first-year residents' RR: 1.3; 95% CI: 1.0-1.6; second-year residents' RR: 1.3; 95% CI: 1.1-1.5; third-year residents' RR: 1.3; 95% CI: 1.1-1.5).

Conclusions: USMLE Step 1 and ITE scores have a modest correlation with board scores. Failing Step 1 or scoring in the bottom quartile of the ITE increased the risk of failing the boards. What effective intervention, if any, program directors may use with at-risk residents is a question deserving further research.",5,5,9,5,6,1,0,,16,,
