"","pickupdate","birthyear","gender","race","disposition","dispdate","sentdate","felonycharges","highestcharge","nondrug","drug1","drug2","incarc","suspend","probat","priorarr","priorfelarr","priordrugarr","priorfeldrugarr","priorcon","priorfelcon","priordrugcon","priorfeldrugcon","laterarr","laterarrdate","laterfelarr","laterfelarrdate","laterdrugarr","laterdrugarrdate","laterfeldrugarr","laterfeldrugarrdate","latercon","latercondate","laterfelcon","laterfelcondate","laterdrugcon","laterdrugcondate","laterfeldrugcon","laterfeldrugcondate","probrevoke","probrevokedate","codef","clusterid","ccn","datacoder","cutoffdate1","cutoffdate2","cutoffdate3","toserve","fullreleasetorecid","female","nonblack","pickupdatecode","age","agesq","incjudge","calendar1","calendar2","calendar3","calendar4","calendar5","calendar6","calendar7","calendar8","calendar9","calendar","incarcerate","marijuana","cocaine","crack","heroin","pcp","otherdrug","pwid","dist","conviction","probatnonzero","probsuspend"
"808","5/2/2003",1983,"M","B","Plea","7/21/2003","10/31/2003",1,"pwid",0,"crack","0",4,4,12,0,0,0,0,0,0,0,0,0,"0",0,"0",0,"0",0,"0",0,"0",0,"0",0,"0",0,"0",1,"4/20/2004",1,904,24012,"2",17714,17898,18049,0,9999,0,0,15827,20,400,1,0,0,0,0,0,0,0,1,0,8,0,0,0,1,0,0,0,1,0,1,1,48
"809","1/18/2003",1983,"M","B","Dismissed","2/23/2004","0",1,"dist",0,"cocaine","0",0,0,0,0,0,0,0,0,0,0,0,1,"12/31/2004",1,"1/15/2008",1,"1/15/2008",1,"1/15/2008",1,"5/06/2008",1,"5/06/2008",1,"5/06/2008",1,"5/06/2008",0,"0",0,1291,138935,"2",17714,17898,18049,0,312,0,0,15723,20,400,1,0,0,0,0,0,0,0,1,0,8,0,0,1,0,0,0,0,0,1,0,0,0
"810","5/9/2003",1980,"M","B","DWP","9/17/2003","0",1,"dist",0,"crack","0",0,0,0,0,0,0,0,0,0,0,0,0,"0",0,"0",0,"0",0,"0",0,"0",0,"0",0,"0",0,"0",0,"0",0,1286,73828,"2",17714,17898,18049,0,9999,0,0,15834,23,529,1,0,0,0,0,0,0,0,1,0,8,0,0,0,1,0,0,0,0,1,0,0,0
"811","7/20/2002",1970,"M","B","Grand jury dismissal","9/17/2003","",1,"dist",0,"cocaine","0",0,0,0,1,1,1,1,1,1,1,1,1,"7/19/2005",1,"7/19/2005",1,"7/19/2005",1,"7/19/2005",0,"0",0,"0",0,"0",0,"0",0,"0",0,219,35524,"1",17714,17898,18049,0,671,0,0,15541,32,1024,1,0,0,0,0,0,0,0,1,0,8,0,0,1,0,0,0,0,0,1,0,0,0
"812","7/29/2002",1984,"M","B","Plea","2/4/2004","4/7/2004",1,"pwid",0,"cocaine","0",120,118,24,0,0,0,0,0,0,0,0,1,"10/26/2005",1,"12/08/2005",0,"0",0,"0",0,"0",0,"0",0,"0",0,"0",0,"0",0,267,124388,"1",17714,17898,18049,2,570,0,0,15550,18,324,1,0,0,0,0,0,0,0,1,0,8,1,0,1,0,0,0,0,1,0,1,1,2832
"813","7/11/2002",1976,"M","B","Plea","11/7/2002","1/27/2003",1,"dist",0,"crack","0",24,24,24,1,0,1,0,0,0,0,0,0,"0",0,"0",0,"0",0,"0",0,"0",0,"0",0,"0",0,"0",0,"0",0,161,114844,"1",17714,17898,18049,0,9999,0,0,15532,26,676,1,0,0,0,0,0,0,0,1,0,8,0,0,0,1,0,0,0,0,1,1,1,576
"814","1/31/2003",1967,"M","B","Jury trial not guilty","5/30/2003","",1,"pwid",0,"pcp","0",0,0,0,1,1,1,1,1,1,1,1,0,"0",0,"0",0,"0",0,"0",0,"0",0,"0",0,"0",0,"0",0,"0",0,949,26819,"3",17714,17898,18049,0,9999,0,0,15736,36,1296,1,0,0,0,0,0,0,0,1,0,8,0,0,0,0,0,1,0,1,0,0,0,0
"815","8/26/2002",1978,"M","B","Plea","11/21/2002","1/22/2003",1,"dist",0,"crack","0",24,24,12,1,0,0,0,1,0,0,0,1,"1/11/2006",0,"0",1,"1/11/2006",0,"0",0,"0",0,"0",0,"0",0,"0",0,"0",0,359,139667,"1",17714,17898,18049,0,1147,0,0,15578,24,576,1,0,0,0,0,0,0,0,1,0,8,0,0,0,1,0,0,0,0,1,1,1,288
"816","1/29/2003",1958,"M","B","Plea","6/30/2003","8/27/2003",2,"dist",0,"crack","cocaine",96,96,24,1,1,1,1,1,1,1,1,0,"1/22/2008",0,"0",1,"1/22/2008",0,"0",1,"4/28/2008",0,"0",1,"4/28/2008",0,"0",0,"0",0,921,25551,"3",17714,17898,18049,0,1667,0,0,15734,45,2025,1,0,0,0,0,0,0,0,1,0,8,0,0,1,1,0,0,0,0,1,1,1,2304
"817","7/16/2002",1979,"M","B","Dismissed","3/17/2003","",1,"pwid",0,"cocaine","0",0,0,0,1,1,1,1,1,1,1,1,1,"10/28/2005",1,"10/28/2005",1,"11/09/2005",1,"11/09/2005",1,"4/06/2006",1,"4/06/2006",1,"4/06/2006",1,"4/06/2006",0,"0",0,188,117536,"1",17714,17898,18049,0,956,0,0,15537,23,529,1,0,0,0,0,0,0,0,1,0,8,0,0,1,0,0,0,0,1,0,0,0,0
"818","10/19/2002",1980,"M","B","Dismissed","7/23/2003","",1,"pwid",0,"cocaine","0",0,0,0,1,1,1,1,1,1,1,1,1,"11/7/2003",1,"4/01/2004",1,"2/06/2004",0,"0",1,"3/29/2005",1,"3/29/2005",0,"0",0,"0",0,"0",0,2512,NA,"1",17714,17898,18049,0,107,0,0,15632,22,484,1,0,0,0,0,0,0,0,1,0,8,0,0,1,0,0,0,0,1,0,0,0,0
"819","6/26/2002",1952,"F","B","Plea","8/13/2002","8/13/2002",1,"dist",0,"cocaine","0",3,3,12,1,0,0,0,0,0,0,0,0,"0",0,"0",0,"0",0,"0",0,"0",0,"0",0,"0",0,"0",1,"1/22/2004",0,103,106566,"1",17714,17898,18049,0,9999,1,0,15517,50,2500,1,0,0,0,0,0,0,0,1,0,8,0,0,1,0,0,0,0,0,1,1,1,36
"820","9/26/2002",1983,"M","B","Dismissed","12/12/2002","",1,"pwid",0,"cocaine","0",0,0,0,1,0,0,0,0,0,0,0,1,"2/3/2003",1,"2/03/2003",1,"5/23/2003",1,"5/23/2003",1,"7/29/2003",1,"7/29/2003",1,"7/29/2003",1,"7/29/2003",0,"0",0,459,156426,"1",17714,17898,18049,0,53,0,0,15609,19,361,1,0,0,0,0,0,0,0,1,0,8,0,0,1,0,0,0,0,1,0,0,0,0
"821","1/15/2003",1958,"M","B","Plea","8/27/2003","10/24/2003",1,"dist",0,"marijuana","0",4,1,12,1,1,1,1,1,1,1,1,0,"0",0,"0",0,"0",0,"0",0,"0",0,"0",0,"0",0,"0",0,"0",0,850,19058,"3",17714,17898,18049,3,9999,0,0,15720,45,2025,1,0,0,0,0,0,0,0,1,0,8,1,1,0,0,0,0,0,0,1,1,1,12
"822","3/10/2003",1979,"M","B","Plea","5/23/2003","7/23/2003",2,"dist",1,"heroin","0",12,0,0,1,1,1,1,1,1,1,1,1,"11/22/2005",0,"0",1,"11/22/2005",0,"0",1,"7/25/2008",0,"0",0,"0",0,"0",0,"0",0,1123,43267,"2",17714,17898,18049,12,554,0,0,15774,24,576,1,0,0,0,0,0,0,0,1,0,8,1,0,0,0,1,0,0,0,1,1,0,0
"823","3/17/2003",1973,"M","B","Plea","8/20/2003","10/20/2003",1,"pwid",0,"cocaine","0",180,180,24,1,1,1,1,1,1,1,1,0,"7/5/2008",0,"0",1,"7/05/2008",0,"0",0,"0",0,"0",0,"0",0,"0",0,"0",0,1149,47363,"3",17714,17898,18049,0,1781,0,0,15781,30,900,1,0,0,0,0,0,0,0,1,0,8,0,0,1,0,0,0,0,1,0,1,1,4320
"824","7/2/2002",1969,"M","B","Plea","2/25/2003","3/26/2003",1,"pwid",0,"cocaine","0",3,0,0,1,1,1,1,1,1,1,1,1,"8/11/2005",0,"0",1,"8/11/2005",0,"0",0,"0",0,"0",0,"0",0,"0",0,"0",0,124,110026,"1",17714,17898,18049,3,808,0,0,15523,33,1089,1,0,0,0,0,0,0,0,1,0,8,1,0,1,0,0,0,0,1,0,1,0,0
"825","10/24/2002",1948,"M","B","Dismissed","3/6/2003","",1,"dist",0,"marijuana","0",0,0,0,1,0,1,0,1,0,1,0,1,"4/1/2004",0,"0",1,"4/01/2004",0,"0",0,"0",0,"0",0,"0",0,"0",0,"0",0,534,170854,"1",17714,17898,18049,0,392,0,0,15637,54,2916,1,0,0,0,0,0,0,0,1,0,8,0,1,0,0,0,0,0,0,1,0,0,0
"826","10/14/2002",1972,"M","B","Plea","11/26/2002","1/24/2003",2,"pwid",1,"crack","marijuana",24,0,0,1,1,1,1,1,1,1,1,1,"9/9/2004",0,"0",0,"0",0,"0",0,"0",0,"0",0,"0",0,"0",0,"0",0,494,45091,"1",17714,17898,18049,24,0,0,0,15627,30,900,1,0,0,0,0,0,0,0,1,0,8,1,1,0,1,0,0,0,1,0,1,0,0
"827","10/25/2002",1970,"M","B","Plea","1/22/2003","3/19/2003",1,"dist",1,"cocaine","0",36,0,0,1,1,1,1,1,1,1,1,0,"7/9/2007",0,"0",0,"0",0,"0",0,"0",0,"0",0,"0",0,"0",0,"0",0,541,171398,"1",17714,17898,18049,36,549,0,0,15638,32,1024,1,0,0,0,0,0,0,0,1,0,8,1,0,1,0,0,0,0,0,1,1,0,0
"828","6/8/2002",1958,"M","B","Plea","3/13/2003","5/13/2003",1,"dist",0,"heroin","0",36,36,24,1,1,1,1,1,1,1,1,1,"1/16/2004",1,"1/16/2004",1,"1/16/2004",1,"1/16/2004",1,"3/09/2004",1,"3/09/2004",1,"3/09/2004",1,"3/09/2004",1,"2/25/2004",0,33,96773,"1",17714,17898,18049,0,309,0,0,15499,44,1936,1,0,0,0,0,0,0,0,1,0,8,0,0,0,0,1,0,0,0,1,1,1,864
"829","1/31/2003",1967,"M","B","Plea","4/14/2003","6/11/2003",1,"dist",0,"cocaine","0",12,12,12,1,1,1,1,1,1,1,1,0,"1/14/2009",0,"0",0,"0",0,"0",0,"0",0,"0",0,"0",0,"0",1,"8/19/2003",0,942,26572,"3",17714,17898,18049,0,2102,0,0,15736,36,1296,1,0,0,0,0,0,0,0,1,0,8,0,0,1,0,0,0,0,0,1,1,1,144
"830","12/18/2002",1979,"M","B","Plea","1/14/2004","3/17/2004",1,"dist",0,"pcp","0",48,42,24,1,0,1,0,0,0,0,0,0,"0",0,"0",0,"0",0,"0",0,"0",0,"0",0,"0",0,"0",0,"0",0,748,198335,"1",17714,17898,18049,6,9999,0,0,15692,23,529,1,0,0,0,0,0,0,0,1,0,8,1,0,0,0,0,1,0,0,1,1,1,1008
"831","2/14/2003",1951,"M","B","Plea","2/4/2004","6/17/2004",1,"dist",0,"cocaine","0",12,12,12,1,1,1,1,1,1,1,1,0,"0",0,"0",0,"0",0,"0",0,"0",0,"0",0,"0",0,"0",0,"0",0,1012,33436,"2",17714,17898,18049,0,9999,0,0,15750,52,2704,1,0,0,0,0,0,0,0,1,0,8,0,0,1,0,0,0,0,0,1,1,1,144
"832","6/10/2002",1975,"M","B","Dismissed","3/31/2003","",1,"pwid",0,"crack","0",0,0,0,1,0,1,0,1,0,1,0,0,"0",0,"0",0,"0",0,"0",0,"0",0,"0",0,"0",0,"0",0,"0",0,40,30332,"1",17714,17898,18049,0,9999,0,0,15501,27,729,1,0,0,0,0,0,0,0,1,0,8,0,0,0,1,0,0,0,1,0,0,0,0
"833","7/8/2002",1978,"M","B","Plea","5/16/2003","5/16/2003",1,"pwid",0,"pcp","0",0,0,0,1,1,0,0,0,0,0,0,1,"2/15/2006",0,"0",0,"0",0,"0",0,"0",0,"0",0,"0",0,"0",0,"0",0,147,113597,"1",17714,17898,18049,0,1006,0,0,15529,24,576,1,0,0,0,0,0,0,0,1,0,8,0,0,0,0,0,1,0,1,0,1,0,0
"834","4/26/2003",1971,"M","B","Plea","9/24/2003","11/25/2003",1,"dist",0,"cocaine","0",12,0,0,1,1,1,1,1,1,1,1,0,"0",0,"0",0,"0",0,"0",0,"0",0,"0",0,"0",0,"0",0,"0",0,1253,67020,"2",17714,17898,18049,12,9999,0,0,15821,32,1024,1,0,0,0,0,0,0,0,1,0,8,1,0,1,0,0,0,0,0,1,1,0,0
"835","11/15/2002",1937,"M","B","Plea","4/9/2003","4/9/2003",1,"pwid",0,"heroin","0",3,3,12,1,1,1,1,1,1,1,1,0,"0",0,"0",0,"0",0,"0",0,"0",0,"0",0,"0",0,"0",0,"0",0,613,182776,"1",17714,17898,18049,0,9999,0,0,15659,65,4225,1,0,0,0,0,0,0,0,1,0,8,0,0,0,0,1,0,0,1,0,1,1,36
"836","11/7/2002",1973,"M","B","Plea","2/10/2004","4/12/2004",1,"dist",0,"heroin","0",60,60,12,1,0,0,0,0,0,0,0,1,"7/26/2004",0,"0",0,"0",0,"0",0,"0",0,"0",0,"0",0,"0",0,"0",0,579,NA,"1",17714,17898,18049,0,167,0,0,15651,29,841,1,0,0,0,0,0,0,0,1,0,8,0,0,0,0,1,0,0,0,1,1,1,720
"837","8/14/2002",1949,"M","B","Jury trial guilty","10/24/2003","12/19/2003",1,"dist",0,"heroin","0",36,0,0,1,1,1,1,1,1,1,1,0,"0",0,"0",0,"0",0,"0",0,"0",0,"0",0,"0",0,"0",0,"0",0,324,133468,"1",17714,17898,18049,36,9999,0,0,15566,53,2809,1,0,0,0,0,0,0,0,1,0,8,1,0,0,0,1,0,0,0,1,1,0,0
"838","5/2/2003",1952,"M","B","Plea","8/25/2003","10/23/2003",1,"dist",0,"crack","0",48,48,24,1,1,0,0,1,0,0,0,0,"0",0,"0",0,"0",0,"0",0,"0",0,"0",0,"0",0,"0",0,"0",0,1207,62419,"2",17714,17898,18049,0,9999,0,0,15827,51,2601,1,0,0,0,0,0,0,0,1,0,8,0,0,0,1,0,0,0,0,1,1,1,1152
"839","9/12/2002",1962,"M","B","Dismissed","10/28/2002","",1,"dist",0,"heroin","0",0,0,0,1,1,1,1,1,1,1,1,1,"9/8/2003",1,"9/08/2003",1,"9/08/2003",1,"9/08/2003",1,"4/22/2004",1,"4/22/2004",0,"0",0,"0",0,"0",0,410,149136,"1",17714,17898,18049,0,315,0,0,15595,40,1600,1,0,0,0,0,0,0,0,1,0,8,0,0,0,0,1,0,0,0,1,0,0,0
"840","10/4/2002",1975,"M","B","Plea","8/21/2003","10/2/2003",1,"dist",0,"marijuana","0",1,0,0,1,1,1,1,1,1,1,1,0,"0",0,"0",0,"0",0,"0",0,"0",0,"0",0,"0",0,"0",0,"0",1,472,160654,"1",17714,17898,18049,1,9999,0,0,15617,27,729,1,0,0,0,0,0,0,0,1,0,8,1,1,0,0,0,0,0,0,1,1,0,0
"841","7/10/2002",1957,"F","B","Plea","6/13/2003","9/12/2003",1,"dist",0,"heroin","0",36,36,24,1,1,1,1,1,1,0,0,1,"4/10/2006",0,"0",0,"0",0,"0",0,"0",0,"0",0,"0",0,"0",1,"3/30/2004",1,153,114278,"1",17714,17898,18049,0,1032,1,0,15531,45,2025,1,0,0,0,0,0,0,0,1,0,8,0,0,0,0,1,0,0,0,1,1,1,864
"842","12/9/2002",1962,"M","B","Plea","9/12/2003","11/12/2003",1,"dist",0,"marijuana","0",24,0,0,1,1,1,1,1,1,1,1,1,"9/22/2005",1,"9/22/2005",1,"9/22/2005",1,"9/22/2005",0,"0",0,"0",0,"0",0,"0",0,"0",0,714,192862,"1",17714,17898,18049,24,21,0,0,15683,40,1600,1,0,0,0,0,0,0,0,1,0,8,1,1,0,0,0,0,0,0,1,1,0,0
"843","7/25/2002",1984,"F","B","DWP","6/2/2003","",1,"pwid",0,"cocaine","0",0,0,0,0,0,0,0,0,0,0,0,0,"0",0,"0",0,"0",0,"0",0,"0",0,"0",0,"0",0,"0",0,"0",0,245,122739,"1",17714,17898,18049,0,9999,1,0,15546,18,324,1,0,0,0,0,0,0,0,1,0,8,0,0,1,0,0,0,0,1,0,0,0,0
"844","4/24/2003",1975,"M","B","Plea","8/18/2003","8/18/2003",1,"pwid",0,"cocaine","0",0,0,0,1,1,1,1,1,1,0,0,0,"0",0,"0",0,"0",0,"0",0,"0",0,"0",0,"0",0,"0",0,"0",0,1244,66139,"2",17714,17898,18049,0,9999,0,0,15819,28,784,1,0,0,0,0,0,0,0,1,0,8,0,0,1,0,0,0,0,1,0,1,0,0
"845","9/11/2002",1975,"M","B","Dismissed","12/19/2003","",1,"pwid",1,"cocaine","heroin",0,0,0,1,1,0,0,1,1,0,0,0,"0",0,"0",0,"0",0,"0",0,"0",0,"0",0,"0",0,"0",0,"0",0,405,148437,"1",17714,17898,18049,0,9999,0,0,15594,27,729,1,0,0,0,0,0,0,0,1,0,8,0,0,1,0,1,0,0,1,0,0,0,0
"846","7/10/2002",1965,"F","B","Dismissed","9/5/2003","",1,"dist",0,"heroin","0",0,0,0,1,1,0,0,0,0,0,0,0,"0",0,"0",0,"0",0,"0",0,"0",0,"0",0,"0",0,"0",0,"0",1,153,114278,"1",17714,17898,18049,0,9999,1,0,15531,37,1369,1,0,0,0,0,0,0,0,1,0,8,0,0,0,0,1,0,0,0,1,0,0,0
"847","7/15/2002",1954,"M","B","Dismissed","3/6/2003","",1,"dist",0,"other","0",0,0,0,1,1,0,0,0,0,0,0,1,"7/28/2003",0,"0",0,"0",0,"0",0,"0",0,"0",0,"0",0,"0",0,"0",0,186,116310,"1",17714,17898,18049,0,144,0,0,15536,48,2304,1,0,0,0,0,0,0,0,1,0,8,0,0,0,0,0,0,1,0,1,0,0,0
"848","3/6/2003",1952,"M","B","Plea","6/17/2003","9/8/2003",1,"dist",0,"heroin","0",180,0,0,1,1,1,1,1,1,1,1,0,"0",0,"0",0,"0",0,"0",0,"0",0,"0",0,"0",0,"0",0,"0",0,1106,41649,"2",17714,17898,18049,180,9999,0,0,15770,51,2601,1,0,0,0,0,0,0,0,1,0,8,1,0,0,0,1,0,0,0,1,1,0,0
"849","8/8/2002",1963,"M","B","Plea","11/18/2002","2/11/2003",2,"dist, pwid",0,"crack","0",12,0,0,1,1,1,1,1,0,0,0,0,"0",0,"0",0,"0",0,"0",0,"0",0,"0",0,"0",0,"0",0,"0",0,304,130385,"1",17714,17898,18049,12,9999,0,0,15560,39,1521,1,0,0,0,0,0,0,0,1,0,8,1,0,0,1,0,0,0,1,1,1,0,0
"850","7/11/2002",1982,"M","B","Dismissed","9/2/2003","",1,"dist",0,"heroin","0",0,0,0,1,0,1,0,0,0,0,0,0,"0",0,"0",0,"0",0,"0",0,"0",0,"0",0,"0",0,"0",0,"0",0,162,114837,"1",17714,17898,18049,0,9999,0,0,15532,20,400,1,0,0,0,0,0,0,0,1,0,8,0,0,0,0,1,0,0,0,1,0,0,0
"851","9/23/2002",1977,"M","B","Plea","1/21/2003","3/20/2003",1,"dist",0,"cocaine","0",12,12,12,1,1,1,1,0,0,0,0,0,"0",0,"0",0,"0",0,"0",0,"0",0,"0",0,"0",0,"0",0,"0",0,454,154432,"1",17714,17898,18049,0,9999,0,0,15606,25,625,1,0,0,0,0,0,0,0,1,0,8,0,0,1,0,0,0,0,0,1,1,1,144
"852","10/30/2002",1976,"M","B","Plea","3/19/2003","7/18/2003",1,"dist",0,"crack","0",12,12,12,1,1,1,1,1,1,1,1,0,"0",0,"0",0,"0",0,"0",0,"0",0,"0",0,"0",0,"0",0,"0",0,553,173892,"1",17714,17898,18049,0,9999,0,0,15643,26,676,1,0,0,0,0,0,0,0,1,0,8,0,0,0,1,0,0,0,0,1,1,1,144
"853","12/19/2002",1956,"M","B","Plea","5/29/2003","9/5/2003",1,"dist",0,"heroin","0",120,120,24,1,1,1,1,1,1,1,1,1,"6/23/2005",1,"6/23/2005",1,"6/23/2005",1,"6/23/2005",1,"8/18/2005",1,"8/18/2005",1,"8/18/2005",1,"8/18/2005",1,"7/21/2005",0,752,198907,"1",17714,17898,18049,0,756,0,0,15693,46,2116,1,0,0,0,0,0,0,0,1,0,8,0,0,0,0,1,0,0,0,1,1,1,2880
"854","4/28/2003",1960,"M","B","Dismissed","5/8/2003","0",3,"pwid",1,"crack","0",0,0,0,1,0,1,0,0,0,0,0,1,"7/20/2004",0,"0",1,"7/20/2004",0,"0",1,"8/13/2004",0,"0",1,"8/13/2004",0,"0",0,"0",0,1258,67530,"2",17714,17898,18049,0,439,0,0,15823,43,1849,1,0,0,0,0,0,0,0,1,0,8,0,0,0,1,0,0,0,1,0,0,0,0
"855","10/2/2002",1959,"M","B","Dismissed","11/3/2003","",1,"dist",0,"heroin","0",0,0,0,1,1,1,1,1,0,1,0,0,"0",0,"0",0,"0",0,"0",0,"0",0,"0",0,"0",0,"0",0,"0",0,465,159528,"1",17714,17898,18049,0,9999,0,0,15615,43,1849,1,0,0,0,0,0,0,0,1,0,8,0,0,0,0,1,0,0,0,1,0,0,0
"856","1/9/2003",1975,"M","B","Plea","4/18/2003","4/18/2003",1,"dist",0,"marijuana","cocaine",3,3,24,1,1,1,1,1,1,0,0,0,"0",0,"0",0,"0",0,"0",0,"0",0,"0",0,"0",0,"0",0,"0",0,813,16054,"1",17714,17898,18049,0,9999,0,0,15714,28,784,1,0,0,0,0,0,0,0,1,0,8,0,1,1,0,0,0,0,0,1,1,1,72
"857","9/14/2002",1949,"M","B","Plea","2/14/2003","4/17/2003",1,"dist",0,"heroin","0",12,12,12,1,1,1,1,1,1,1,1,1,"6/2/2003",1,"6/02/2003",1,"6/02/2003",1,"6/02/2003",1,"10/17/2003",1,"10/17/2003",1,"10/17/2003",1,"10/17/2003",1,"9/05/2003",0,425,150187,"1",17714,17898,18049,0,108,0,0,15597,53,2809,1,0,0,0,0,0,0,0,1,0,8,0,0,0,0,1,0,0,0,1,1,1,144
"858","1/27/2003",1963,"M","W","Plea","10/15/2003","12/15/2003",2,"pwid",0,"cocaine","heroin",3,3,12,0,0,0,0,0,0,0,0,0,"0",0,"0",0,"0",0,"0",0,"0",0,"0",0,"0",0,"0",0,"0",1,906,24030,"3",17714,17898,18049,0,9999,0,1,15732,40,1600,1,0,0,0,0,0,0,0,1,0,8,0,0,1,0,1,0,0,1,0,1,1,36
"859","7/15/2002",1956,"M","B","Plea","4/14/2004","7/1/2004",1,"dist",0,"other","0",36,36,12,1,1,0,0,1,1,0,0,0,"0",0,"0",0,"0",0,"0",0,"0",0,"0",0,"0",0,"0",1,"5/18/2005",0,182,116308,"1",17714,17898,18049,0,9999,0,0,15536,46,2116,1,0,0,0,0,0,0,0,1,0,8,0,0,0,0,0,0,1,0,1,1,1,432
"860","1/24/2003",1981,"M","B","Dismissed","10/21/2003","0",1,"dist",0,"marijuana","0",0,0,0,1,1,1,1,1,1,1,1,0,"0",0,"0",0,"0",0,"0",0,"0",0,"0",0,"0",0,"0",0,"0",1,888,23292,"2",17714,17898,18049,0,9999,0,0,15729,22,484,1,0,0,0,0,0,0,0,1,0,8,0,1,0,0,0,0,0,0,1,0,0,0
"861","10/25/2002",1978,"M","B","Plea","3/5/2003","5/6/2003",2,"dist, pwid",0,"marijuana","0",12,0,0,1,1,1,1,1,1,1,1,1,"11/27/2004",0,"0",1,"11/27/2004",0,"0",1,"3/10/2005",0,"0",1,"3/10/2005",0,"0",0,"0",0,540,171353,"1",17714,17898,18049,12,273,0,0,15638,24,576,1,0,0,0,0,0,0,0,1,0,8,1,1,0,0,0,0,0,1,1,1,0,0
"862","7/7/2002",1971,"M","B","Jury trial not guilty","3/26/2003","",1,"pwid",1,"heroin","0",0,0,0,1,1,1,1,1,1,1,1,1,"2/28/2004",1,"2/28/2004",1,"3/29/2005",1,"3/29/2005",1,"8/23/2006",1,"8/23/2006",1,"8/23/2006",1,"8/23/2006",0,"0",0,141,113140,"1",17714,17898,18049,0,339,0,0,15528,31,961,1,0,0,0,0,0,0,0,1,0,8,0,0,0,0,1,0,0,1,0,0,0,0
"863","5/5/2003",1984,"M","B","Dismissed","5/27/2003","0",2,"dist",1,"heroin","0",0,0,0,1,0,1,0,1,0,0,0,1,"2/18/2004",1,"12/04/2004",1,"2/18/2004",0,"0",1,"3/11/2005",1,"3/11/2005",1,"2/08/2008",0,"0",0,"0",0,1274,71216,"2",17714,17898,18049,0,267,0,0,15830,19,361,1,0,0,0,0,0,0,0,1,0,8,0,0,0,0,1,0,0,0,1,0,0,0
"864","12/12/2002",1949,"M","B","Plea","6/11/2003","9/30/2003",1,"dist",0,"heroin","0",180,180,24,1,1,1,1,1,1,1,1,0,"0",0,"0",0,"0",0,"0",0,"0",0,"0",0,"0",0,"0",1,"2/03/2005",0,720,195261,"1",17714,17898,18049,0,9999,0,0,15686,53,2809,1,0,0,0,0,0,0,0,1,0,8,0,0,0,0,1,0,0,0,1,1,1,4320
"865","6/10/2002",1957,"M","B","Dismissed","3/22/2004","",1,"pwid",0,"heroin","0",0,0,0,1,1,1,1,1,1,1,1,0,"0",0,"0",0,"0",0,"0",0,"0",0,"0",0,"0",0,"0",0,"0",0,44,97093,"1",17714,17898,18049,0,9999,0,0,15501,45,2025,1,0,0,0,0,0,0,0,1,0,8,0,0,0,0,1,0,0,1,0,0,0,0
"866","8/2/2002",1969,"F","B","Plea","5/12/2003","7/9/2003",1,"dist",0,"cocaine","heroin",36,36,12,1,0,0,0,0,0,0,0,0,"0",0,"0",0,"0",0,"0",0,"0",0,"0",0,"0",0,"0",0,"0",0,280,127111,"1",17714,17898,18049,0,9999,1,0,15554,33,1089,1,0,0,0,0,0,0,0,1,0,8,0,0,1,0,1,0,0,0,1,1,1,432
"867","7/30/2002",1969,"M","B","Plea","1/23/2004","4/5/2004",1,"dist",0,"marijuana","0",24,0,0,1,1,1,0,1,0,1,0,1,"6/21/2005",0,"0",0,"0",0,"0",0,"0",0,"0",0,"0",0,"0",0,"0",0,268,125432,"1",17714,17898,18049,24,0,0,0,15551,33,1089,1,0,0,0,0,0,0,0,1,0,8,1,1,0,0,0,0,0,0,1,1,0,0
"868","5/2/2003",1984,"M","B","Plea","7/23/2003","9/17/2003",1,"pwid",0,"crack","0",4,4,12,0,0,0,0,0,0,0,0,1,"10/1/2005",1,"2/13/2007",0,"0",0,"0",1,"3/22/2007",1,"3/22/2007",0,"0",0,"0",0,"0",1,904,24012,"2",17714,17898,18049,0,801,0,0,15827,19,361,1,0,0,0,0,0,0,0,1,0,8,0,0,0,1,0,0,0,1,0,1,1,48
"869","1/27/2003",1950,"F","B","Plea","4/7/2003","6/20/2003",3,"dist",1,"cocaine","0",0,0,0,1,1,1,1,1,0,0,0,0,"0",0,"0",0,"0",0,"0",0,"0",0,"0",0,"0",0,"0",0,"0",1,906,24030,"3",17714,17898,18049,0,9999,1,0,15732,53,2809,1,0,0,0,0,0,0,0,1,0,8,0,0,1,0,0,0,0,0,1,1,0,0
"870","2/12/2003",1961,"W","B","Plea","4/8/2003","6/10/2003",1,"dist",0,"heroin","0",24,24,24,1,0,1,0,0,0,0,0,0,"0",0,"0",0,"0",0,"0",0,"0",0,"0",0,"0",0,"0",1,"3/30/2004",0,998,32465,"2",17714,17898,18049,0,9999,0,0,15748,42,1764,1,0,0,0,0,0,0,0,1,0,8,0,0,0,0,1,0,0,0,1,1,1,576
"871","3/14/2003",1963,"M","B","Dismissed","5/6/2003","0",2,"dist, pwid",0,"crack","0",0,0,0,1,1,0,0,1,1,0,0,1,"4/18/2004",1,"4/18/2004",0,"0",0,"0",1,"9/23/2004",1,"9/23/2004",0,"0",0,"0",0,"0",1,1141,45867,"2",17714,17898,18049,0,348,0,0,15778,40,1600,1,0,0,0,0,0,0,0,1,0,8,0,0,0,1,0,0,0,1,1,0,0,0
